baked_ziti_5	Baked Ziti	coref	Salt water lightly.<br>Bring large pot of water to a boil.<br>Add to large pot of water ziti pasta lightly salted with water from large pot of water, cook large pot of water until about 8 minutes, drain ziti pasta.<br>In large skillet fry onion and ground beef over medium heat.<br>Add to large pot of lightly salted water spaghetti sauce and mushrooms.<br>Simmer pot of lightly salted water 15 minutes.<br>Counter with 9x13 baking dish.<br>Layer 1/2 the ziti in the large pot with salt and pepper in the baking dish.<br>In a small bowl, mix together the sour cream and cottage cheese until blended.<br>Pour half the meat sauce mixture over ziti.<br>Lay the provolone cheese slices over the meat sauce.<br>Spread the sour cream / cottage cheese mixture over the provolone cheese slices.<br>Spread ziti.<br>Top ziti remaining in meat sauce with mixture.<br>Shred mozzarella cheese.<br>Top remaining ziti with mozzarella cheese.<br>Preheat oven to 25° F.<br>Bake remaining ziti 30 minutes or until cheeses are melted and top starts to brown.<br>
blueberry_banana_bread_10	Blueberry Banana Bread	no_context	In a large bowl beat sugar and vegetable oil to blend, using an electric mixer.<br>Lightly oil 2 9x6 loaf pans.<br>Add the eggs one at a time, then add the vanilla, mix after each addition.<br>Add bananas to combine.<br>Stir to combine.<br>In another large bowl, whisk together the fluid, cinnamon, baking soda, baking powder and salt.<br>Stir the flour mixture into the banana mixture 2 or 3 times until just combined.<br>Spoon evenly into loaf pans and fill them with batter about 3-4 ways to the top of each pan.<br>Fold in blueberries.<br>Preheat oven to 350 degrees F.<br>Preheat oven.<br>Insert toothpick in middle of loaf.<br>Bake in the oven for 60-70 minutes or until the toothpick comes out clean.<br>The loaf pan on a wire shelf, cooled for 10 minutes.<br>Remove pan from pan.<br>Place the Pan on a shelf.<br>Cool completely.<br>
cauliflower_mash_3	Cauliflower Mash	context	Pull the leaves off the cauliflower.<br>Cut the core out in a kind of cone shape.<br>Break the core out in a kind of cone shape or cut it regularly in about 1.5-inch pieces.<br>Put the words "wow" into the steamer insert.<br>(You can poke a paring knife into the stem, or until you can feel the texture in the steamer insert still a little, if that, then add the insert, cover and cook for about 20 minutes.).<br>Dump about half of the cauliflower into the food processor.<br>Pour in the nuts milk.<br>Puree the nuts milk until smooth.<br>Now dump the rest of the cauliflower on top.<br>Now puree again.<br>Stop, scrape, and stir in the puree a few times.<br>Once smooth, add the butter, salt, pepper and garlic.<br>Once smooth, mix.<br>Taste to season.<br>If you do n’t eat immediately, you can reheat low-heat in the same pan.<br>Serve hot.<br>
chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	original	Preheat oven to 350°.<br>In a medium bowl, whisk together the flour, baking soda, baking powder and salt.<br>Using a stand mixer with the paddle attachment, beat the butter, cream cheese, light brown sugar, granulated sugar and vanilla extract until the mixture becomes light and fluffy.<br>Add eggs one at a time, making sure they are fully incorporated, scraping down the sides as needed.<br>Add the dry mixture a third at a time until mixed.<br>Stir in the chocolate chips.<br>Line a baking sheet with parchment paper.<br>Using a cookie scoop, place 1-2 tablespoon mounds onto the parchment paper about 2 inches apart.<br>Bake the cookies for 12-14 minutes or until golden brown.<br>Remove from oven and let cool for 5 minutes before transferring to a cooling rack.<br>For best results, place dough in refrigerator overnight or for at least 30 minutes before baking.<br>
garam_masala_3	Garam Masala	dependency	In a small pan roast separately the coriander, cumin, peppercorns, cardamom, cinnamon and cloves.<br>As each one starts to smell fragrant.<br>Turn on to plate cool.<br>To.<br>After roast, peel.<br>And use only the seeds.<br>Discard pods.<br>Put all into electric blender.<br>And blend to a fine powder.<br>Finely grate nutmeg.<br>And mix in.<br>Store in glass jar with airtight lid.<br>
homemade_pizza_dough_4	Homemade Pizza Dough	coref	In the bowl of a stand mixer, combine yeast, water, salt, oil and 2 cups flour.<br>Using the dough hook mix the dough hook on 2 speeds for about 1 minute.<br>Add the remaining flour to 1/2 cup at a time until the dough hook is clingy and the sides of the bowl are clean.<br>Continue to wring the dough hook in mass for an additional 2 minutes.<br>Place the dough (I then return it to the removed stand mixer bowl, I use the dough often ), then turn the dough into a bowl (I use the stand mixer often ), greased with oil.<br>Cover the dough with towel or plastic wrap.<br>(This recipe can be divided in four pieces to make a smaller crust tuesday, or two larger crust tuesdays ).<br>Place the dough in a warm place to rise for an hour.<br>Make the pizza according to your favorite direction.<br>
orange_chicken_5	Orange Chicken	no_context	Fry slow.<br>Place chicken in slow cooker.<br>Top with pepper and carrots.<br>In a separate bowl combine the broth ingredients: orange juice, soy sauce, brown sugar, mustard, and garlic salt of the southwest.<br>Pour over chicken.<br>Cover on low.<br>Cook on low for 6-7 hours.<br>Remove chicken and vegetables from slow cooker.<br>Keep warm.<br>Boil sauce.<br>Take out 1 cup of cooking liquid.<br>Bring to a boil in a saucepan.<br>Stir together 1 tbsp.<br>Add orange juice and cornstarch to sauce.<br>Stir 2-3 minutes until thick.<br>Pour over chicken.<br>Slice green vegetables.<br>Top with green vegetables.<br>Cook rice.<br>Serve with rice.<br>
pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	context	Preheat oil, you and the loaf pan.<br>In a large mixing bowl, add the flour, oats, salt, cinnamon, pumpkin pie spice, and baking powder.<br>Stir to combine.<br>In another mixing bowl, beat eggs with an electric hand mixer.<br>In another mixing bowl, then add sugar.<br>Beat until well combined.<br>Add the oil, yogurt, pumpkin, and vanilla.<br>Beat the oil, yogurt, pumpkin, and vanilla well to mix.<br>Fake the mini chips into the batter.<br>Pour into loaf pan.<br>Insert toothpick in the middle.<br>Bake for 1 hour or until toothpick comes out clean.<br>Preheat oven to 350 degrees, scoop out loaf pan.<br>
slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	original	Place chicken, tomatoes, enchilada sauce, onion, green chiles and garlic in slow cooker.<br>Pour in water and chicken broth and season with cumin, chili powder, salt, pepper and bay leaf.<br>Stir in corn and cilantro.<br>Cover and cook on low for 6-8 hours or on high 3-4 hours.<br>Preheat oven to 400°.<br>Brush tortillas (both sides) with oil.<br>Cut tortillas into strips and place on baking sheet.<br>Bake until crisp, about 10-15 minutes.<br>To serve, sprinkle tortilla strips on top of soup.<br>
waffles_7	Waffles	dependency	Sift together in a large mixing bowl flour, baking powder, salt and sugar.<br>In a jug measure out milk.<br>Separate eggs.<br>Place egg whites in the bowl of stand mixer.<br>Add yolks and vanilla essence to milk together.<br>And whisk.<br>Pour over the flour mixture.<br>And very gently stir.<br>Until about combin.<br>Melt butter.<br>Stir in the butter.<br>And continue mixing very gently until combined.<br>Beat egg whites until stiff.<br>Preheat iron.<br>And slowly fold into batter.<br>Spoon the batter into waffle iron in batches.<br>And cook according to its directions.<br>Remove immediately.<br>And serve with maple syrup and fruits.<br>
