baked_ziti_5	Baked Ziti	original	Preheat oven to 350F.<br>Bring a large pot of lightly salted water to a boil.<br>Add ziti pasta, and cook until al dente, about 8 minutes; drain.<br>In a large skillet, brown onion and ground beef over medium heat.<br>Add spaghetti sauce and mushrooms, and simmer 15 minutes.<br>In a small bowl, mix the sour cream and cottage cheese together until blended.<br>Butter a 9×13 inch baking or casserole dish.<br>Layer in the baking dish 1/2 of the cooked ziti.<br>Pour 1/2 of the meat sauce mixture over the ziti.<br>Lay the provolone cheese slices over the meat sauce.<br>Spread the sour cream / cottage cheese mixture over the provolone slices.<br>Spread the remaining ziti, and top with the remaining meat sauce mixture.<br>Top with shredded mozzarella cheese.<br>Bake for 30 minutes, or until cheeses are melted and top starts to brown.<br>
blueberry_banana_bread_10	Blueberry Banana Bread	dependency	Use an electric mixer.<br>Lightly grease two 9 x 5-inch loaf pans.<br>In a large bowl, beat sugar and vegetable oil blend.<br>To.<br>Add in eggs, one at a time, then vanilla, mixing after each addition.<br>Add in the banana to combine.<br>Banana and stir.<br>In another large bowl, whisk together flours, cinnamon, baking soda, baking powder and salt.<br>Stir flour mixture into banana mixture in 2 or 3 additions until just combined.<br>Spoon batter evenly into loaf pans.<br>Gently fold in blueberries.<br>Fill about 3/4 of the way to the top of each pan.<br>Preheat oven to 350° F.<br>Preheat oven.<br>Toothpick insert into the middle of a loaf.<br>Or until a toothpick comes out clean.<br>Bake in oven for 60 – 70 minutes.<br>Cool loaf pans on wire racks for 10 minutes.<br>Remove loaves from pans.<br>Place on racks.<br>And cool completely.<br>
cauliflower_mash_3	Cauliflower Mash	coref	Pull the leaves off the cauliflower.<br>Cut the core out in kind of cone shape.<br>Break the wow or cut the wow regularly in about 1.5 inches.<br>Put the wow into the steamer insert.<br>Bring about 1 tbsp water to a boil in a steam pot, cover.<br>About 1 tbsp water add to about 1 inch of water inserted, cover.<br>About 1 tbsp water add to about 1 inch of water inserted cover and cook about 1 tbsp water for about 20 minutes (you may poke a paring knife through the stem or you may still feel a little texture in about 1 inch of water inserted ).<br>Dump about half of the cauliflower into the food processor.<br>Pour in to about half the cauliflower the nut milk, puree about half the cauliflower until smooth.<br>Now dump the rest of the cauliflower on top.<br>The rest of the cauliflower now puree the cauliflower again.<br>You need to stop, scrape and stir the puree a few times.<br>Add to the puree the butter, salt, pepper and garlic until smooth.<br>Smoothly mix about half the cauliflower.<br>Taste the cauliflower pure to season.<br>If you do n’t eat immediately, you can reheat the dear purée on the same pan over low heat.<br>Serve the purée hot.<br>
chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	Using a paddle attachment, beat butter, cream cheese, light brown sugar, granulated sugar, and vanilla extract until mixture becomes light and fluffy.<br>In a medium bowl, whisk together flour, baking soda, baking powder and salt.<br>Add eggs one at a time, making sure to incorporate fully.<br>Add dry mixture one at a time until mixed.<br>Make sure the eggs are fully incorporated, scrape down the sides as necessary.<br>Stir in chocolate chips.<br>Line a baking sheet with parchment paper.<br>Using a cookie scoop, place a tablespoon to 1 1/2 inches apart on parchment paper.<br>Preheat oven to 350 degrees.<br>Bake the cookies for 12-14 minutes or until golden.<br>Remove from oven.<br>Let cool for 5 minutes.<br>Transfer to a cooling rack.<br>Knead dough.<br>Place the dough in the refrigerator for the best result for overnight or at least 30 minutes.<br>
garam_masala_3	Garam Masala	context	In a small pan roast separate coriander, cumin, seeds, cardamom, cinnamon, and cloves.<br>Whenever each one starts to smell the fragrant spices turning onto a plate to cool.<br>Roast.<br>Strip out the cards and use only the seeds.<br>Strip the cards and discard the pods.<br>Put all in an electric blender.<br>Blend to a fine powder.<br>Grate finely the nutmeg.<br>Mix.<br>Store in an airtight glass jar with the lid.<br>
homemade_pizza_dough_4	Homemade Pizza Dough	original	Combine yeast, water, salt, oil, and 2 cups flour in the bowl of a stand mixer.<br>Using the dough hook, mix on speed 2 for about 1 minute.<br>Add remaining flour, 1/2 cup at a time, until the dough clings to the hook and cleans the sides of the bowl.<br>(This should take about 2 minutes).<br>Continue kneading for an additional two minutes.<br>Place dough in a greased bowl (I often use the stand mixer bowl, which I remove the dough from, grease, and then return the dough to), turning to grease the top.<br>Cover with a towel or plastic wrap, and place in a warm place to rise for an hour.<br>This recipe can be divided into 4 pieces to make smaller, thin crust pizzas, or can be divided in half to make 2 larger, medium-thick crust pizzas.<br>Make pizza according to your favorite directions.<br>
orange_chicken_5	Orange Chicken	dependency	Greas cooker.<br>Place chicken in a slow cooker.<br>Top with peppers and carrots.<br>Combine broth ingredients in separate bowl: orange juice, soy sauce, brown sugar, mustard, garlic salt, and pepper flakes.<br>Pour over chicken.<br>Cover.<br>And cook for 6-7 hours on low.<br>Remove chicken and veggies from slow cooker.<br>And keep warm.<br>Boil sauce.<br>Take out 1 cup of cooking liquid.<br>And bring to a boil in saucepan.<br>Stir together 1 Tbs.<br>Of orange juice and the cornstarch, add to sauce.<br>Stir for 2-3 minutes until thick.<br>Pour over the chicken.<br>Slice onions.<br>Top with green onions.<br>Cook rice.<br>And serve over rice.<br>
pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	Preheat oil and loaf pan.<br>Add flour, oat, salt, cinnamon, pumpkin pie spice, baking powder, and flour, oats to large mixing bowl.<br>Stir it to combine.<br>In another mixing bowl, beat eggs with an electric hand mixer.<br>In another mixing bowl, then add sugar to eggs.<br>Beat eggs until well combined.<br>Add oils, yogurt, pumpkin and vanilla to eggs.<br>To eggs beat eggs to mix well.<br>Fake mini chips into batter.<br>Pour eggs into loaf pan.<br>Insert toothpick in middle.<br>Bake eggs 1 hour or until toothpick comes out clean.<br>Preheat oven to 350 degrees, and grease loaf pan.<br>
slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	Place chicken, tomatoes, onions, green chiles, and garlic in a slow cooker with enchilada sauce.<br>Pour water and chicken broth.<br>Vary cumin, chili powder, salt, pepper, and bay leaf.<br>Stir in corn and cilantro.<br>Cover and low.<br>Cook on low for 6-8 hours or on high for 4-3 hours.<br>Brush both sides of the pan with oil.<br>Cut the pan into strips.<br>Place on baking sheet.<br>Preheat oven to 400 degrees C.<br>Bake until crisp, about 10-15 minutes.<br>To serve, mix tortilla strips on top of soup.<br>
waffles_7	Waffles	context	In a large mixing bowl, sift together the flour, baking powder, salt, and sugar.<br>In a jug measure the milk.<br>Separate the eggs.<br>Place the eggs in the bowl of a stand mixer.<br>Add the yolk and vanilla essence to the milk.<br>Whisk together.<br>Pour in flour mixture.<br>Stir very gently until about combined.<br>Melt butter.<br>Stir butter.<br>Continue to mix very gently until combined.<br>Beat in egg whites until stiff.<br>Preheat waffle iron.<br>Slowly fold in egg whites into the batter.<br>Scoop the batter in batches onto waffle irons.<br>Cook the batter according to its directions.<br>Remove, immediately.<br>Serve with maple syrup and fruit.<br>
