baked_ziti_5	Baked Ziti	dependency	Lightly salt water.<br>Bring a large pot of water a boil.<br>To.<br>Add ziti pasta.<br>And cook until al dente, about 8 minutes.<br>Drain.<br>In a large skillet, brown onion and ground beef over medium heat.<br>Add spaghetti sauce and mushrooms.<br>And simmer 15 minutes.<br>Butter a 9×13 inch baking or casserole dish.<br>Cook ziti.<br>Layer in the baking dish 1/2 of the ziti.<br>In a small bowl, mix the sour cream and cottage cheese together until blended.<br>Pour 1/2 of the meat sauce mixture over the ziti.<br>Lay the provolone cheese slices over the meat sauce.<br>Spread the sour cream / cottage cheese mixture over the provolone slices.<br>Spread the remaining ziti.<br>Ziti, and top with the remaining meat sauce mixture.<br>Shred cheese.<br>Top with mozzarella cheese.<br>Preheat oven to 350F.<br>And top starts to brown.<br>Bake for 30 minutes, or until cheeses are melted.<br>
blueberry_banana_bread_10	Blueberry Banana Bread	coref	Using an electric mixer, beat the sugar and vegetable oil in a large bowl to blend.<br>Lightly oil two 9x6 loaf pans.<br>Add to oil vegetable eggs one at a time, then add to oil vegetable eggs, mix eggs after each addition.<br>Add banana to one.<br>To one stir banana to combine.<br>In another large bowl, whisk together fluid, cinnamon, baking soda, baking powder, and salt.<br>Stir flour mixture into banana mixture 2 or 3 times until just combined.<br>Spoon evenly into loaf pan and spoon way to top of each pan.<br>Fold in to flour mixture blueberries.<br>And fill the batter with flour from a loaf pan, about 3/4 way up top of each pan.<br>Preheat the oven to 350 degrees F..<br>Preheat the oven to 350 degrees F.<br>Insert a toothpick in the middle of the loaf.<br>Bake it in oven for 60-70 minutes or until the toothpick comes out clean.<br>a loaf pan on a wire shelf that will cool for 10 minutes.<br>Remove the pan completely.<br>The pan completely remove and place the dear pan on a shelf.<br>The pan completely remove and cool the dear.<br>
cauliflower_mash_3	Cauliflower Mash	no_context	Pull the leaves from cauliflower.<br>Cut the core out in a kind of cone-shaped section.<br>Break a wok or cut into regular about 1.5 inch pieces.<br>Put the wows in the steamer insert.<br>Bring about 1 inch of water to a boil, add the insert, cover and cook for about 20 minutes. You can poke a paring knife through the stem, or until you still can feel a little texture in the steaming pot.<br>Dump about half of the cauliflower into the food processor.<br>Pour in the almond milk.<br>Puree the almond milk until smooth.<br>Now dump the rest of the cauliflower on top.<br>Now pure again.<br>You need to stop, scrape and stir in the pure a few times.<br>Add butter, salt, pepper and garlic until smooth.<br>Mix until smooth.<br>Taste to season.<br>If you don't eat immediately, you can reheat the low heat in the same pan.<br>Serve hot.<br>
chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	context	Using the paddle attachment, beat the butter, cream cheese, light brown sugar, granulated sugar and vanilla extract until the mixture becomes light and fluffy.<br>In a medium bowl, whisk together flour, baking soda, baking powder, and salt.<br>Add eggs, one at a time, and make sure they are fully incorporated.<br>One at the time, add dry mixture until mixed.<br>Make sure the eggs are fully incorporated and scrape down the sides as necessary.<br>Stir in the chocolate chips.<br>Line a baking sheet with parchment paper.<br>Using a cookie scoop, place a tablespoon-2 mounds about 2 inches apart on the parchment paper.<br>Preheat the oven to 350.<br>Bake the cookies for 12-14 minutes or until brown.<br>Remove from oven.<br>Let cool for 5 minutes.<br>Transfer to cooling rack.<br>Transfer dough.<br>Place dough in refrigerator for overnight or at least 30 minutes for the best result.<br>
garam_masala_3	Garam Masala	original	In a small pan roast separately the coriander, cumin, peppercorns, cardamom, cinnamon and cloves.<br>As each one starts to smell fragrant turn on to plate to cool.<br>After roasting, peel the cardamoms, discard pods and use only the seeds.<br>Put all into electric blender and blend to a fine powder.<br>Finely grate nutmeg and mix in.<br>Store in glass jar with airtight lid.<br>
homemade_pizza_dough_4	Homemade Pizza Dough	dependency	Combine yeast, water, salt, oil, and 2 cups flour in the bowl of a stand mixer.<br>Using the dough hook, mix on speed 2 for about 1 minute.<br>Clings.<br>Add remaining flour, 1/2 cup at a time, until the dough to the the sides of the bowl.<br>Clings hook and hook.<br>Continue kneading for an additional two minutes.<br>Place dough in a greased bowl (I often use the stand mixer bowl,).<br>Which I remove the dough from, grease.<br>And then return the dough to.<br>Turn to grease the top.<br>Cover with a towel or plastic wrap.<br>This recipe can be divided into 4 pieces to make smaller, thin crust pizzas, or can be divided in half to make 2 larger, medium-thick crust pizzas.<br>And place in a warm place.<br>To rise for an hour.<br>Make pizza according to your favorite directions.<br>
orange_chicken_5	Orange Chicken	coref	Fry slow.<br>Place chicken slow.<br>Top chicken with pepper and carrot.<br>In a separate bowl, combine broth ingredients such as orange juice, soy sauce, brown sugar, mustard and garlic salt of southwestern.<br>Pour chicken over chicken.<br>Over chicken cover chicken.<br>Over chicken cook chicken on LOW for 6-7 hours.<br>Remove chicken and vegetables from slow cooker chicken and vegetables.<br>Chicken and vegetables keep chicken and vegetables warm.<br>Boil sauce.<br>Take 1 cup of cooking liquid out.<br>1 cup of cooking liquid out bring 1 cup of cooking liquid to a boil in a saucepan.<br>1 cup of cooking liquid out stir 1 cup of cooking liquid together.<br>Add the orange juice and cornstarch to the sauce.<br>Stir it for 2-3 minutes until thick.<br>Pour it over chicken.<br>It over chicken slice green vegetables.<br>It over green vegetables top.<br>Cook rice.<br>Serve it over rice.<br>
pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	no_context	Grease and flour your loaf pan.<br>In a large mixing bowl, add flour, oats, salt, cinnamon, pumpkin pie spice and baking powder.<br>Stir to combine.<br>In another mixing bowl, beat eggs with an electric hand mixer.<br>Then add sugar in another mixing bowl.<br>Beat until well combined.<br>Add oil, yogurt, pumpkin and vanilla.<br>Beat in oil, yogurt, pumpkin, and vanilla to mix well.<br>Fake mini chips into batter.<br>Pour into loaf pan.<br>Insert a toothpick in the middle.<br>Bake for 1 hour or until toothpick comes out clean.<br>Preheat the oven to 350 degrees, and grease loaf pans.<br>
slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	context	Place chicken, tomatoes, enchilada sauce, onion, green chiles, and garlic into a slow cooker.<br>Pour in water and chicken broth.<br>Season with cumin, chili powder, salt, pepper, and bay leaf.<br>Stir in corn and cilantro.<br>Cover and simmer.<br>Cook on LOW for 6-8 hours or HIGH for 4-3 hours.<br>Brush both sides of pans with oil.<br>Cut pans into strips.<br>Place on baking sheet.<br>Preheat oven to 400 degrees C.<br>Bake until crisp, about 10 to 15 minutes.<br>To serve, sprinkle tortilla strips over top of soup.<br>
waffles_7	Waffles	original	Sift together in a large mixing bowl flour, baking powder, salt and sugar.<br>In a jug measure out milk.<br>Separate eggs, placing egg whites in the bowl of stand mixer.<br>Add yolks and vanilla essence to milk and whisk together.<br>Pour over the flour mixture and very gently stir until about combined.<br>Stir in the melted butter and continue mixing very gently until combined.<br>Beat egg whites until stiff and slowly fold into batter.<br>Spoon the batter into preheated waffle iron in batches and cook according to its directions.<br>Remove immediately and serve with maple syrup and fruits.<br>
